,source,horse_id,original_elo,new_elo
0,20140914_ST_1,AMAZING GIFT(S090),1500,1436
1,20140914_ST_1,CARE FREE ELEGANCE(P340),1500,1500
2,20140914_ST_1,COOL PAL(S035),1500,1484
3,20140914_ST_1,DOUBLE DRAGON(K019),1500,1596
4,20140914_ST_1,EVERSPRING(P325),1500,1404
5,20140914_ST_1,GOLDWEAVER(P072),1500,1564
6,20140914_ST_1,LITTLE WIND(N306),1500,1420
7,20140914_ST_1,PLAIN BLUE BANNER(S070),1500,1580
8,20140914_ST_1,SUPER HORSE(L308),1500,1452
9,20140914_ST_1,SUPREME PROFIT(P230),1500,1548
10,20140914_ST_1,TAI PO FORTUNE(P081),1500,1468
11,20140914_ST_1,THE ONLY KID(H173),1500,1532
12,20140914_ST_1,WINNING ADVANTAGE(N359),1500,1516
13,20140914_ST_2,ALLEY-OOP(P379),1500,1412
14,20140914_ST_2,AMERICAN FAME(P449),1500,1396
15,20140914_ST_2,CALIFORNIA ROCK(S233),1500,1460
16,20140914_ST_2,FLYING KEEPER(M191),1500,1492
17,20140914_ST_2,JOYFUL LUCK(M223),1500,1444
18,20140914_ST_2,JUST GOOD(L133),1500,1524
19,20140914_ST_2,JUST MISTERE(P012),1500,1604
20,20140914_ST_2,KING ON EARTH(L251),1500,1540
21,20140914_ST_2,MASSIVE(P331),1500,1588
22,20140914_ST_2,MONEY CAFE(S031),1500,1508
23,20140914_ST_2,POSITIVE ENERGY(P011),1500,1556
24,20140914_ST_2,SHANGHAI PIONEER(L252),1500,1572
25,20140914_ST_2,SPARKLING SWORD(P256),1500,1428
26,20140914_ST_2,SUPER TEAM(M036),1500,1476
27,20140914_ST_3,BEST ELEVEN(N016),1500,1500
28,20140914_ST_3,BULLISH FRIEND(N333),1500,1452
29,20140914_ST_3,CHARLES THE GREAT(N171),1500,1516
30,20140914_ST_3,DIVINE TEN(P391),1500,1436
31,20140914_ST_3,EL ZONDA(K132),1500,1420
32,20140914_ST_3,GOLDEN HARVEST(N236),1500,1580
33,20140914_ST_3,HELENE SPIRIT(M310),1500,1468
34,20140914_ST_3,LORD SINCLAIR(N447),1500,1532
35,20140914_ST_3,PENIAPHOBIA(S143),1500,1548
36,20140914_ST_3,SMART VOLATILITY(P049),1500,1564
37,20140914_ST_3,TOUR DE FORCE(N297),1500,1484
38,20140914_ST_4,ABLE WARRIOR(P265),1500,1428
39,20140914_ST_4,COLLAGEN(P302),1500,1556
40,20140914_ST_4,ELEGANT FRAMES(N240),1500,1444
41,20140914_ST_4,EXCITABLE BOY(P440),1500,1572
42,20140914_ST_4,FOREVER AHEAD(N433),1500,1524
43,20140914_ST_4,GOLDEN GUNNERS(N330),1500,1396
44,20140914_ST_4,HEARTLAND(M332),1500,1492
45,20140914_ST_4,HIT THE BID(P214),1500,1588
46,20140914_ST_4,LUCKY DAY(S014),1500,1508
47,20140914_ST_4,OPTIMISM(S150),1500,1476
48,20140914_ST_4,ROMANTIC CASH(S319),1500,1604
49,20140914_ST_4,SILVER DRAGON(M326),1500,1460
50,20140914_ST_4,WIN CHANCE(P415),1500,1412
51,20140914_ST_4,WINNING BOY(N186),1500,1540
52,20140914_ST_5,DARK CORE(S293),1500,1396
53,20140914_ST_5,EXAGGERATION(S226),1500,1412
54,20140914_ST_5,FLASHING GUY(L158),1500,1524
55,20140914_ST_5,GALLANT ROCK(S240),1500,1492
56,20140914_ST_5,HAYHAY(P343),1500,1572
57,20140914_ST_5,HIGHLAND DRAGON(N265),1500,1444
58,20140914_ST_5,INCREDIBLE FELLOW(S177),1500,1556
59,20140914_ST_5,MELLIFLUENT(S059),1500,1588
60,20140914_ST_5,OCEAN ROAR(N317),1500,1460
61,20140914_ST_5,ORIENTAL PROSPER(N100),1500,1508
62,20140914_ST_5,REAL FIT(P418),1500,1476
63,20140914_ST_5,SENSATION(S225),1500,1604
64,20140914_ST_5,SIR JOHN(P344),1500,1428
65,20140914_ST_5,VICTORY GENERAL(L396),1500,1540
66,20140914_ST_6,AMBASSADORSHIP(N217),1500,1468
67,20140914_ST_6,BEST TANGO(S121),1500,1436
68,20140914_ST_6,GOOD CHOICE(P423),1500,1564
69,20140914_ST_6,JAZZY FEELING(P149),1500,1596
70,20140914_ST_6,KING OF REASON(M154),1500,1532
71,20140914_ST_6,MEGA CHAMPION(M149),1500,1420
72,20140914_ST_6,OVETT(P351),1500,1516
73,20140914_ST_6,PRINCIPAL(P108),1500,1548
74,20140914_ST_6,SMART BALL(P277),1500,1580
75,20140914_ST_6,STARTING OVER(P321),1500,1452
76,20140914_ST_6,SUPREME FLIGHT(M199),1500,1500
77,20140914_ST_6,TURBO JEWELLERY(N379),1500,1404
78,20140914_ST_6,WHY NOT(N053),1500,1484
79,20140914_ST_7,BEAUTY JOURNEY(P386),1500,1524
80,20140914_ST_7,CULTURAL CITY(N263),1500,1492
81,20140914_ST_7,DEMOKLES(P116),1500,1540
82,20140914_ST_7,FULL OF FUN(P199),1500,1444
83,20140914_ST_7,GLOBAL FAME(M335),1500,1508
84,20140914_ST_7,GOOD THINKER(M127),1500,1412
85,20140914_ST_7,GRAND HARBOUR(P421),1500,1588
86,20140914_ST_7,HAPPY ROCKY(S147),1500,1396
87,20140914_ST_7,HIDDEN VALUE(S126),1500,1604
88,20140914_ST_7,HIT A HOME RUN(N248),1500,1556
89,20140914_ST_7,LIBERAL OF MIND(P122),1500,1460
90,20140914_ST_7,MARK TWO(P065),1500,1476
91,20140914_ST_7,VARA PEARL(S138),1500,1572
92,20140914_ST_7,WATCH KING(S116),1500,1428
93,20140914_ST_8,ALL GREAT FRIENDS(S279),1500,1524
94,20140914_ST_8,CALLING WITH LOVE(N288),1500,1556
95,20140914_ST_8,EN CIVIL(S327),1500,1444
96,20140914_ST_8,FASHION MAESTRO(S297),1500,1492
97,20140914_ST_8,G-ONE LEADER(P383),1500,1460
98,20140914_ST_8,IMPERIAL FIGHTER(S348),1500,1476
99,20140914_ST_8,LITTLE DRAGON(S264),1500,1508
100,20140914_ST_8,PEARL WIN(P085),1500,1428
101,20140914_ST_8,SEASONS STAR(P058),1500,1540
102,20140914_ST_8,SPARKLING B(P100),1500,1412
103,20140914_ST_8,SUPREME FALCON(P224),1500,1588
104,20140914_ST_8,UNIVERSAL UNION(S263),1500,1572
105,20140914_ST_9,ATACX(N448),1500,1444
106,20140914_ST_9,BEAR HERO(M220),1500,1524
107,20140914_ST_9,BUNDLE OF JOY(P180),1500,1604
108,20140914_ST_9,BUNDLE OF LOVE(N324),1500,1412
109,20140914_ST_9,CALIFORNIA BOUNTY(P222),1500,1540
110,20140914_ST_9,CHARITY JOY(P278),1500,1572
111,20140914_ST_9,CRACKERJACK(N446),1500,1460
112,20140914_ST_9,ENSEMBLE(P249),1500,1396
113,20140914_ST_9,EXCITING DREAM(P191),1500,1476
114,20140914_ST_9,GURUS DREAM(M246),1500,1492
115,20140914_ST_9,LONDON CHINA TOWN(L236),1500,1588
116,20140914_ST_9,MY LITTLE FRIEND(S010),1500,1556
117,20140914_ST_9,MY NAME IS BOND(M287),1500,1428
118,20140914_ST_9,SPEEDYGONZALEZ(N412),1500,1508
119,20140914_ST_10,AUTUMN GOLD(P044),1500,1444
120,20140914_ST_10,DEEP THINKER(N159),1500,1556
121,20140914_ST_10,FLYING ELITE(N419),1500,1412
122,20140914_ST_10,FREE JUDGEMENT(M163),1500,1396
123,20140914_ST_10,HELENE SUPER STAR(S152),1500,1572
124,20140914_ST_10,JOLLY VICTOR(N140),1500,1476
125,20140914_ST_10,LITTLE MEN(N441),1500,1540
126,20140914_ST_10,MULTIVICTORY(P254),1500,1588
127,20140914_ST_10,PENGLAI XIANZI(K248),1500,1428
128,20140914_ST_10,ROYAL PARTNER(N394),1500,1508
129,20140914_ST_10,SICHUAN EXEC(N344),1500,1492
130,20140914_ST_10,SICHUAN VIGOUR(P412),1500,1460
131,20140914_ST_10,SMART MAN(P103),1500,1524
132,20140914_ST_10,TRUMP(P106),1500,1604
133,20140921_ST_1,BALTIC WARRIOR(S237),1500,1476
134,20140921_ST_1,BEAUTY KING(N028),1500,1540
135,20140921_ST_1,COLOURFUL PROFIT(S123),1500,1428
136,20140921_ST_1,DASHING SUPER(N348),1500,1492
137,20140921_ST_1,INDIGO WAY(M227),1500,1444
138,20140921_ST_1,MAC ROW(N252),1500,1412
139,20140921_ST_1,MEDIC SWORDSMAN(P168),1500,1460
140,20140921_ST_1,OSCAR MIRACLE(P431),1500,1588
141,20140921_ST_1,REAL GENERAL(M086),1500,1572
142,20140921_ST_1,SPICY DRAGON(S213),1500,1524
143,20140921_ST_1,UNIQUE HAPPIEST(S245),1500,1508
144,20140921_ST_1,WIN IT(P032),1500,1556
145,20140921_ST_2,ALL TIMES LUCKY(P064),1500,1572
146,20140921_ST_2,BLISS CARTEL(S202),1500,1444
147,20140921_ST_2,BUNKER SHOT(S137),1500,1428
148,20140921_ST_2,EXCEL ONESELF(P287),1500,1460
149,20140921_ST_2,FOUR FOUR FIVE(P445),1500,1412
150,20140921_ST_2,FUJIAN SPIRIT(N397),1500,1556
151,20140921_ST_2,JOLLY SPRING(P395),1500,1492
152,20140921_ST_2,SPEEDY LONGWAH(S242),1500,1476
153,20140921_ST_2,SUCCESSFUL LEADER(P353),1500,1540
154,20140921_ST_2,ULTIMATE GLORY(S235),1500,1524
155,20140921_ST_2,UNIQUE JOYFUL(S241),1500,1588
156,20140921_ST_2,WINNING PREMIUM(S115),1500,1508
157,20140921_ST_3,BRILLIANT DREAM(S203),1500,1548
158,20140921_ST_3,CHINA POWER(M400),1500,1484
159,20140921_ST_3,GENUINE CHAMPION(P402),1500,1516
160,20140921_ST_3,GLORIOUS VICTORY(S369),1500,1468
161,20140921_ST_3,KOKODA(P157),1500,1500
162,20140921_ST_3,MI SAVVY(N138),1500,1452
163,20140921_ST_3,MULTI-WIN GENERAL(P434),1500,1532
164,20140921_ST_3,SUPER TORNADO(S071),1500,1436
165,20140921_ST_3,THE PRINCE(L241),1500,1564
166,20140921_ST_4,ARCHER'S BOW(P055),1500,1477
167,20140921_ST_4,BEST JADE TRIUMPH(P070),1500,1605
168,20140921_ST_4,CASA JUNIOR(M366),1500,1493
169,20140921_ST_4,ELECTRONIC GOSPEL(S026),1500,1557
170,20140921_ST_4,FLORAL MAN(N092),1500,1573
171,20140921_ST_4,HELEN'S CHOICE(P185),1500,1541
172,20140921_ST_4,KING ON EARTH(L251),1540,1535
173,20140921_ST_4,LA COTE DE BLEU(P307),1500,1589
174,20140921_ST_4,LOTUS LOVE(L155),1500,1413
175,20140921_ST_4,ORIENTAL FANTASIA(P269),1500,1461
176,20140921_ST_4,PERFECT TRIUMPH(P241),1500,1445
177,20140921_ST_4,SWEET BEAN(S205),1500,1397
178,20140921_ST_4,VIVA DOLPHIN(M071),1500,1429
179,20140921_ST_4,WINNING ADVANTAGE(N359),1516,1541
180,20140921_ST_5,DEMOKLES(P116),1540,1592
181,20140921_ST_5,DRAGON BACHELOR(P128),1500,1485
182,20140921_ST_5,DRAGON PINS(N167),1500,1421
183,20140921_ST_5,DRAGON(S018),1500,1437
184,20140921_ST_5,DUAL HAPPY(N427),1500,1581
185,20140921_ST_5,GLORIOUS RYDER(P279),1500,1549
186,20140921_ST_5,HARBOUR DELIGHT(P427),1500,1405
187,20140921_ST_5,MOBILE KING(P084),1500,1517
188,20140921_ST_5,OXFORD CHARLEY(P266),1500,1461
189,20140921_ST_5,ROBUST MOMENTUM(P422),1500,1501
190,20140921_ST_5,SPIRIT SOARING(N099),1500,1533
191,20140921_ST_5,TELECOM PRINCE(P017),1500,1461
192,20140921_ST_5,TERRIFIC MASTER(P436),1500,1597
193,20140921_ST_6,AGIAAL(N177),1500,1428
194,20140921_ST_6,ALWAYS SOMETHING(K288),1500,1540
195,20140921_ST_6,AMBITIOUS CHAMPION(S083),1500,1476
196,20140921_ST_6,BUDDY BUDDIES(M021),1500,1460
197,20140921_ST_6,CHANCELLOR(M347),1500,1524
198,20140921_ST_6,DANEWIN EXPRESS(S234),1500,1556
199,20140921_ST_6,FASTER MORE(P368),1500,1572
200,20140921_ST_6,PEACE ON EARTH(S254),1500,1412
201,20140921_ST_6,PRESIDENT LINCOLN(N267),1500,1588
202,20140921_ST_6,SPINNING DANCER(S078),1500,1508
203,20140921_ST_6,THANKSGIVING(M350),1500,1492
204,20140921_ST_6,TOWERING STORM(M401),1500,1444
205,20140921_ST_7,BUSINESS AS USUAL(M057),1500,1436
206,20140921_ST_7,FAT CHOY HONG KONG(N253),1500,1516
207,20140921_ST_7,GORGEOUS DEBUT(P369),1500,1468
208,20140921_ST_7,GREAT STORM(S198),1500,1500
209,20140921_ST_7,IMPERIAL ROME(N012),1500,1452
210,20140921_ST_7,KEY WITNESS(S212),1500,1532
211,20140921_ST_7,PRECISION KING(P134),1500,1548
212,20140921_ST_7,SEA DIAMOND(N237),1500,1484
213,20140921_ST_7,TEOFILO CALVA(N404),1500,1564
214,20140921_ST_8,BEAUTY FLAME(S117),1500,1564
215,20140921_ST_8,BUBBLE CHIC(N369),1500,1420
216,20140921_ST_8,DESTINED FOR GLORY(M207),1500,1484
217,20140921_ST_8,DUNDONNELL(S110),1500,1548
218,20140921_ST_8,KABAYAN(P345),1500,1580
219,20140921_ST_8,MIZANI(P124),1500,1532
220,20140921_ST_8,MR GNOCCHI(P080),1500,1516
221,20140921_ST_8,PLEASURE GAINS(P246),1500,1436
222,20140921_ST_8,SAME WORLD(N098),1500,1452
223,20140921_ST_8,SUPER LIFELINE(P158),1500,1500
224,20140921_ST_8,WINNING LEADER(N268),1500,1468
225,20140921_ST_9,BIG FOUR(P102),1500,1500
226,20140921_ST_9,GOOD GOOD VIEW(P053),1500,1548
227,20140921_ST_9,GREAT RUN(P223),1500,1468
228,20140921_ST_9,HAPPY CHAMPION(N027),1500,1532
229,20140921_ST_9,JOYFUL THE GREAT(N407),1500,1516
230,20140921_ST_9,LOVELY BOY(N322),1500,1596
231,20140921_ST_9,MASTER SOMMELIER(P253),1500,1564
232,20140921_ST_9,MIGHTY EQUUS(P112),1500,1484
233,20140921_ST_9,NAUGHTY BABY(N346),1500,1404
234,20140921_ST_9,PIKACHU(S298),1500,1580
235,20140921_ST_9,SNITZEL KID(L379),1500,1436
236,20140921_ST_9,ULTIMATE WINNERS(L428),1500,1452
237,20140921_ST_9,WORLD CITY(S019),1500,1420
238,20140921_ST_10,ARCHIPPUS(P361),1500,1524
239,20140921_ST_10,CHARITY KINGDOM(S278),1500,1508
240,20140921_ST_10,FULL TALENT(P446),1500,1604
241,20140921_ST_10,GRACEFUL KINGDOM(P145),1500,1492
242,20140921_ST_10,GRAND ELITE(M393),1500,1460
243,20140921_ST_10,INDUSTRIALIST WAY(S023),1500,1556
244,20140921_ST_10,REAL SUPREME(L247),1500,1540
245,20140921_ST_10,REGENCY KING(N040),1500,1588
246,20140921_ST_10,STEP HIGH(N047),1500,1476
247,20140921_ST_10,STRATHTAY(N235),1500,1444
248,20140921_ST_10,TARZAN I AM(P299),1500,1428
249,20140921_ST_10,VITAL PRINCE(P397),1500,1396
250,20140921_ST_10,WHAT YOU DREAM(P375),1500,1572
251,20140921_ST_10,WINNING APEX(N128),1500,1412
252,20141001_ST_1,DRAGON ENERGY(S186),1500,1432
253,20141001_ST_1,ELEGANT FRAMES(N240),1444,1514
254,20141001_ST_1,FLASHING GUY(L158),1524,1495
255,20141001_ST_1,HAYHAY(P343),1572,1517
256,20141001_ST_1,INCREDIBLE FELLOW(S177),1556,1620
257,20141001_ST_1,PERI PERI SAFFRON(N055),1500,1544
258,20141001_ST_1,REGENCY BABY(S342),1500,1512
259,20141001_ST_1,TRIUMPHANT JEWEL(P310),1500,1448
260,20141001_ST_1,VICTORY GENERAL(L396),1540,1558
261,20141001_ST_1,XI YING MEN(L352),1500,1496
262,20141001_ST_2,D'OR WONGCHOY(P315),1500,1557
263,20141001_ST_2,DEMOKLES(P116),1592,1609
264,20141001_ST_2,MAZANDARAN(P408),1500,1493
265,20141001_ST_2,ROBUST MOMENTUM(P422),1501,1462
266,20141001_ST_2,SILVER DRAGON(M326),1460,1413
267,20141001_ST_2,STREET CAT(K037),1500,1533
268,20141001_ST_2,SURE CHAMP(N013),1500,1477
269,20141001_ST_2,WINNING PREMIUM(S115),1508,1517
270,20141001_ST_3,AGIAAL(N177),1428,1377
271,20141001_ST_3,ALPINEFIELD(P126),1500,1528
272,20141001_ST_3,AMBASSADORSHIP(N217),1468,1456
273,20141001_ST_3,BACKBENCH BLUES(P096),1500,1448
274,20141001_ST_3,LEVEL PLAYER(N323),1500,1464
275,20141001_ST_3,LUCKY OMENS(P146),1500,1496
276,20141001_ST_3,REDWOOD BABY(P358),1500,1544
277,20141001_ST_3,TOWERING STORM(M401),1444,1467
278,20141001_ST_3,WRATH OF FIRE(L420),1500,1560
279,20141001_ST_4,ALLEY-OOP(P379),1412,1375
280,20141001_ST_4,AMAZING GIFT(S090),1436,1355
281,20141001_ST_4,BORNFREE(P285),1500,1470
282,20141001_ST_4,CARE FREE ELEGANCE(P340),1500,1422
283,20141001_ST_4,CHAMPION RANGER(N279),1500,1566
284,20141001_ST_4,EVERYONE'S CHOICE(P208),1500,1582
285,20141001_ST_4,FLORAL MAN(N092),1573,1598
286,20141001_ST_4,HOLLYWOOD KISS(M126),1500,1502
287,20141001_ST_4,KING ON EARTH(L251),1535,1540
288,20141001_ST_4,OPTIMIZATION STAR(N179),1500,1486
289,20141001_ST_4,PLAIN BLUE BANNER(S070),1580,1652
290,20141001_ST_4,TELECOM TOP STAR(L276),1500,1454
291,20141001_ST_4,VIVA GUY(K318),1500,1534
292,20141001_ST_5,CIRCUIT FORTUNE(P357),1500,1508
293,20141001_ST_5,COLUMBUS LINE(N264),1500,1540
294,20141001_ST_5,COSTA DEL SOL(M111),1500,1460
295,20141001_ST_5,ELITE SPIRIT(S200),1500,1444
296,20141001_ST_5,EXCITABLE BOY(P440),1572,1606
297,20141001_ST_5,GLORIOUS VICTORY(S369),1468,1407
298,20141001_ST_5,HOW SPEEDY(M384),1500,1588
299,20141001_ST_5,JADE PIPPO(P052),1500,1524
300,20141001_ST_5,LUCKY DAY(S014),1508,1579
301,20141001_ST_5,MI SAVVY(N138),1452,1440
302,20141001_ST_5,MR VANILLA(S209),1500,1492
303,20141001_ST_5,SUPER KING STAR(S302),1500,1412
304,20141001_ST_6,DASHING SUPER(N348),1492,1469
305,20141001_ST_6,GOOD THINKER(M127),1412,1456
306,20141001_ST_6,HIT A HOME RUN(N248),1556,1618
307,20141001_ST_6,LUCKY COOKIE(S345),1500,1445
308,20141001_ST_6,LUCKY PIONEER(S174),1500,1429
309,20141001_ST_6,REAL GENERAL(M086),1572,1549
310,20141001_ST_6,TELECOM PRINCE(P017),1461,1431
311,20141001_ST_6,WIN IT(P032),1556,1602
312,20141001_ST_6,YOUNG TALENT(N202),1500,1509
313,20141001_ST_6,ZACHARY(N146),1500,1541
314,20141001_ST_8,BERLINI(P359),1500,1523
315,20141001_ST_8,CLEVER BEAVER(S352),1500,1587
316,20141001_ST_8,DA VINCI(S360),1500,1571
317,20141001_ST_8,GOLDEN DEER(P121),1500,1555
318,20141001_ST_8,JOYFUL THE GREAT(N407),1516,1555
319,20141001_ST_8,KING'S STEED(S051),1500,1491
320,20141001_ST_8,LUCKY HAMMER(P417),1500,1475
321,20141001_ST_8,PHOTON WILLIE(S199),1500,1459
322,20141001_ST_8,PLEASANT KNIGHT(S311),1500,1411
323,20141001_ST_8,SUPREME FLIGHT(M199),1500,1507
324,20141001_ST_8,TRUE COMMENT(S328),1500,1443
325,20141001_ST_8,ULTIMATE WINNERS(L428),1452,1391
326,20141001_ST_9,BORN TO WIN(N386),1500,1548
327,20141001_ST_9,BRILLIANT SHINE(S099),1500,1596
328,20141001_ST_9,CONFUCIUS SPIRIT(S329),1500,1468
329,20141001_ST_9,FLYING UNICORN(M087),1500,1516
330,20141001_ST_9,GALAXY PRANCER(N389),1500,1452
331,20141001_ST_9,GOOD GOOD VIEW(P053),1548,1599
332,20141001_ST_9,JUN HUO(S307),1500,1532
333,20141001_ST_9,MARVEL TRIBE(S142),1500,1580
334,20141001_ST_9,SELKIRK STAR(S194),1500,1500
335,20141001_ST_9,SHINY DAY(M131),1500,1404
336,20141001_ST_9,SMART BALL(P277),1580,1539
337,20141001_ST_9,SNITZEL KID(L379),1436,1370
338,20141001_ST_9,TARZAN I AM(P299),1428,1388
339,20141001_ST_10,APPROVE(N299),1500,1541
340,20141001_ST_10,AUTUMN GOLD(P044),1444,1436
341,20141001_ST_10,BUSINESS AS USUAL(M057),1436,1348
342,20141001_ST_10,CHATER DREAM(P117),1500,1493
343,20141001_ST_10,FLAME HERO(P294),1500,1557
344,20141001_ST_10,HELENE SUPER STAR(S152),1572,1634
345,20141001_ST_10,KHAYA(P289),1500,1605
346,20141001_ST_10,LITTLE MEN(N441),1540,1471
347,20141001_ST_10,MR GNOCCHI(P080),1516,1474
348,20141001_ST_10,PACKING LLAREGYB(S109),1500,1573
349,20141001_ST_10,PO CHING TREASURE(S388),1500,1429
350,20141001_ST_10,TRAVEL BRAND(N112),1500,1413
351,20141001_ST_10,TRAVEL BROTHER(S107),1500,1509
352,20141001_ST_10,WILLIE INVICTUS(S255),1500,1525
353,20141005_ST_1,BORNFREE(P285),1470,1503
354,20141005_ST_1,CASA JUNIOR(M366),1493,1468
355,20141005_ST_1,COSMO ONE(M410),1500,1507
356,20141005_ST_1,EAGLE KING(S058),1500,1443
357,20141005_ST_1,FOREST COLOURS(P167),1500,1491
358,20141005_ST_1,HAPPY GOAL(N213),1500,1571
359,20141005_ST_1,KING OF SMARTS(S176),1500,1427
360,20141005_ST_1,LYRIC ACE(S047),1500,1555
361,20141005_ST_1,SHIFACHI TRADITION(L013),1500,1459
362,20141005_ST_1,TRAVEL MASTER(P163),1500,1539
363,20141005_ST_2,ALL MY BENEFIT(P073),1500,1429
364,20141005_ST_2,FLYING IN(K120),1500,1525
365,20141005_ST_2,GOLD TALENT(S113),1500,1557
366,20141005_ST_2,HAPPY KAISER(N130),1500,1493
367,20141005_ST_2,KING'S FOLKS(N296),1500,1509
368,20141005_ST_2,MISTER MARC(P316),1500,1477
369,20141005_ST_2,MONEY CAFE(S031),1508,1549
370,20141005_ST_2,MY CUP OVERFLOWS(P378),1500,1461
371,20141005_ST_2,SUPREME PROFIT(P230),1548,1611
372,20141005_ST_2,TELEPHATIA(P405),1500,1445
373,20141005_ST_3,DIVINE DIYA(P030),1500,1509
374,20141005_ST_3,GALLANT TRIUMPH(P173),1500,1525
375,20141005_ST_3,GREAT CHARM(P111),1500,1493
376,20141005_ST_3,JAEGER BOMB(P281),1500,1461
377,20141005_ST_3,KIROV(S277),1500,1541
378,20141005_ST_3,LAUGH OUT LOUD(P297),1500,1429
379,20141005_ST_3,OVETT(P351),1516,1492
380,20141005_ST_3,REAL SUPREME(L247),1540,1587
381,20141005_ST_3,UNIVERSAL UNION(S263),1572,1627
382,20141005_ST_3,WINNING APEX(N128),1412,1376
383,20141005_ST_4,BEAR-POP(S321),1500,1397
384,20141005_ST_4,BLISS CARTEL(S202),1444,1435
385,20141005_ST_4,COLLAGEN(P302),1556,1614
386,20141005_ST_4,EASTERN PROMISE(N196),1500,1541
387,20141005_ST_4,FOREVER GENKI(S222),1500,1493
388,20141005_ST_4,HECO RIDER(N061),1500,1525
389,20141005_ST_4,JOLLY SPRING(P395),1492,1581
390,20141005_ST_4,JOY TOGETHER(P082),1500,1429
391,20141005_ST_4,LOVELY NAUGHTY(S153),1500,1509
392,20141005_ST_4,LUCKY SCEPTER(N174),1500,1557
393,20141005_ST_4,MONTE CASTELLO(S053),1500,1413
394,20141005_ST_4,MULTI-WIN GENERAL(P434),1532,1624
395,20141005_ST_4,SOUTHCHINA COMMAND(S290),1500,1461
396,20141005_ST_4,STARTLING POWER(S204),1500,1445
397,20141005_ST_5,ACTIVISM(N260),1500,1540
398,20141005_ST_5,DRAGON BACHELOR(P128),1485,1398
399,20141005_ST_5,DRAGON PINS(N167),1421,1515
400,20141005_ST_5,FIGHTING BOY(P376),1500,1460
401,20141005_ST_5,GOLD TARTINI(N070),1500,1524
402,20141005_ST_5,HEI HEI POSH(M390),1500,1492
403,20141005_ST_5,OCEAN POWER(P240),1500,1476
404,20141005_ST_5,OXFORD CHARLEY(P266),1461,1529
405,20141005_ST_5,SPIRIT SOARING(N099),1533,1530
406,20141005_ST_5,SUPER STRIKE(L393),1500,1428
407,20141005_ST_5,TERRIFIC MASTER(P436),1597,1517
408,20141005_ST_5,WIN ALONG(P003),1500,1588
409,20141005_ST_6,BEAUTY KING(N028),1540,1624
410,20141005_ST_6,BLACK STAR(S140),1500,1461
411,20141005_ST_6,CELESTIAL SMILE(S013),1500,1597
412,20141005_ST_6,DRAGON(S018),1437,1399
413,20141005_ST_6,EXAGGERATION(S226),1412,1336
414,20141005_ST_6,GLACIER BLUE(P062),1500,1493
415,20141005_ST_6,HOUSE OF LUCK(S127),1500,1413
416,20141005_ST_6,JUST MISTERE(P012),1604,1550
417,20141005_ST_6,MAC ROW(N252),1412,1512
418,20141005_ST_6,MIGHTY EQUUS(P112),1484,1496
419,20141005_ST_6,SECRET AGENT(P388),1500,1525
420,20141005_ST_6,SENSATION(S225),1604,1630
421,20141005_ST_6,SPEEDY LONGWAH(S242),1476,1415
422,20141005_ST_6,VARA PEARL(S138),1572,1590
423,20141005_ST_8,BEAR HERO(M220),1524,1561
424,20141005_ST_8,BERLINSKI(P014),1500,1561
425,20141005_ST_8,BEST ELEVEN(N016),1500,1449
426,20141005_ST_8,BUNDLE OF LOVE(N324),1412,1338
427,20141005_ST_8,DR GOOD HABIT(N300),1500,1465
428,20141005_ST_8,EL ZONDA(K132),1420,1377
429,20141005_ST_8,EXCITING DREAM(P191),1476,1580
430,20141005_ST_8,IMPERIAL CHAMPION(P416),1500,1481
431,20141005_ST_8,KEY WITNESS(S212),1532,1550
432,20141005_ST_8,OUR FOLKS(P400),1500,1497
433,20141005_ST_8,PRECISION KING(P134),1548,1611
434,20141005_ST_8,SICHUAN VIGOUR(P412),1460,1485
435,20141005_ST_8,TRAVEL SUPER(S310),1500,1417
436,20141005_ST_9,ADDOLE(S056),1500,1527
437,20141005_ST_9,ALL GREAT FRIENDS(S279),1524,1489
438,20141005_ST_9,COMEBACK KID(S045),1500,1463
439,20141005_ST_9,LONDON WALK(P410),1500,1431
440,20141005_ST_9,NAUGHTY BABY(N346),1404,1379
441,20141005_ST_9,NEW STAMINA(S265),1500,1511
442,20141005_ST_9,NO MONEY NO TALK(S404),1500,1399
443,20141005_ST_9,NUMERO UNO(S044),1500,1575
444,20141005_ST_9,PIKACHU(S298),1580,1595
445,20141005_ST_9,SECRET COMMAND(S275),1500,1591
446,20141005_ST_9,SNOWHOOVES(S409),1500,1415
447,20141005_ST_9,SUPREME FALCON(P224),1588,1667
448,20141005_ST_9,TWIN DELIGHT(S125),1500,1495
449,20141005_ST_9,WINFULL PATROL(P063),1500,1559
450,20141005_ST_10,AMBER DRAGON(P229),1500,1554
451,20141005_ST_10,ARCHIPPUS(P361),1524,1536
452,20141005_ST_10,BEAUTY ONLY(S411),1500,1602
453,20141005_ST_10,BEST SHOW(N438),1500,1506
454,20141005_ST_10,CHANCELLOR(M347),1524,1472
455,20141005_ST_10,CIRCUIT STAR(N220),1500,1490
456,20141005_ST_10,DANEWIN EXPRESS(S234),1556,1626
457,20141005_ST_10,FASTER MORE(P368),1572,1619
458,20141005_ST_10,HEAVENISARACEHORSE(P398),1500,1442
459,20141005_ST_10,INDUSTRIALIST WAY(S023),1556,1578
460,20141005_ST_10,MALAYAN PEARL(N416),1500,1426
461,20141005_ST_10,PRESIDENT LINCOLN(N267),1588,1536
